Parameter,Parameter Group,Project Id,Measure Qualifier Code,Result Comment,Sample Date,Result Measure Value,Sample Id,Station Id,Result Measure Unit,USGS P Code
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/1/1932,162,nwisco.01.93300005,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/11/1934,163,nwisco.01.93500031,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1933,164,nwisaz.01.93300034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1940,164,nwisaz.01.94000032,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1932,166,nwisaz.01.93200034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/15/1949,167,nwisaz.01.94900058,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/21/1932,167,nwisco.01.93300004,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/11/1932,167,nwisco.01.93300006,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/15/1932,167,nwisco.01.93300007,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,1/3/1949,168,nwisaz.01.94900043,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/11/1933,168,nwisco.01.93400025,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/1/1933,168,nwisco.01.93400027,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/11/1944,168,nwisco.01.94500059,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/11/1948,168,nwisco.01.94900193,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1947,169,nwisco.01.94800203,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/9/1925,170,nwisaz.01.92600011,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/11/1932,170,nwisco.01.93300003,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/21/1933,170,nwisco.01.93400026,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1933,171,nwisaz.01.93300035,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1934,171,nwisaz.01.93500001,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/12/1931,171,nwisco.01.93200004,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/14/1931,171,nwisco.01.93200005,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/17/1931,171,nwisco.01.93200006,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/1/1934,171,nwisco.01.93400037,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,4/4/1934,171,nwisco.01.93400038,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1946,171,nwisco.01.94600109,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1949,171,nwisco.01.94900265,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1934,172,nwisaz.01.93400031,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/1/1932,172,nwisco.01.93300002,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1931,173,nwisaz.01.93100036,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1931,173,nwisco.01.93200003,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/1/1931,173,nwisco.01.93200008,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1934,176,nwisaz.01.93400034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/18/1949,176,nwisaz.01.94900442,USGS-363537109572201,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/12/1947,180,nwisaz.01.94800500,USGS-354442111281501,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1949,181,nwisco.01.94900219,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1946,182,nwisaz.01.94600035,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/12/1943,182,nwisco.01.94400065,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1946,182,nwisco.01.94700094,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1936,183,nwisaz.01.93600034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1934,184,nwisaz.01.93400036,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1934,185,nwisaz.01.93400032,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1946,186,nwisaz.01.94600034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/21/1931,186,nwisco.01.93200007,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,12/1/1934,188,nwisco.01.93500030,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/12/1946,188,nwisco.01.94600110,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1948,189,nwisco.01.94800239,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1948,189,nwisco.01.94800240,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/17/1948,189,nwisco.01.94800241,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1937,190,nwisaz.01.93700034,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1932,190,nwisco.01.93200038,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1935,193,nwisco.01.93500052,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1945,194,nwisco.01.94600099,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1932,199,nwisco.01.93300001,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1949,200,nwisco.01.94900222,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1928,201,nwisaz.01.92900002,USGS-09380000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1934,201,nwisaz.01.93400033,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1936,201,nwisaz.01.93600029,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1931,201,nwisco.01.93200002,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1944,201,nwisco.01.94400078,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1935,203,nwisco.01.93500053,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1932,206,nwisco.01.93200039,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1928,208,nwisaz.01.92900038,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/21/1934,209,nwisco.01.93500029,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1949,210,nwisaz.01.95000038,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1939,210,nwisaz.01.93900035,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1935,210,nwisco.01.93500055,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1948,210,nwisco.01.94900190,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1932,213,nwisco.01.93200037,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1940,215,nwisaz.01.94000033,USGS-09402500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1935,218,nwisco.01.93500056,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1944,220,nwisco.01.94500056,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/17/1944,220,nwisco.01.94500057,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1946,223,nwisco.01.94600111,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1935,229,nwisco.01.93500054,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/15/1949,232,nwisaz.01.94900056,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1945,232,nwisco.01.94500068,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/3/1931,233,nwisco.01.93200001,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1948,234,nwisco.01.94800243,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1933,240,nwisco.01.93300030,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1944,240,nwisco.01.94400079,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/15/1944,240,nwisco.01.94400080,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1935,247,nwisco.01.93500057,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/11/1934,254,nwisco.01.93500028,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/18/1949,260,nwisaz.01.94900441,USGS-363112109534901,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/21/1934,261,nwisco.01.93400047,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/11/1934,267,nwisco.01.93400050,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/26/1949,270,nwisaz.01.94900415,USGS-355915109444701,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/11/1934,278,nwisco.01.93400043,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/1/1934,287,nwisco.01.93400048,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/5/1934,287,nwisco.01.93400049,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/1/1934,290,nwisco.01.93500026,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/4/1934,290,nwisco.01.93500027,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/11/1934,294,nwisco.01.93400046,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1933,298,nwisco.01.93300029,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1933,300,nwisco.01.93300027,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,6/21/1934,309,nwisco.01.93400044,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/1/1934,312,nwisco.01.93500022,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/21/1934,312,nwisco.01.93500024,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/28/1934,312,nwisco.01.93500025,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,8/21/1934,313,nwisco.01.93400051,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,7/1/1934,314,nwisco.01.93400045,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,10/11/1934,316,nwisco.01.93500023,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1933,318,nwisco.01.93300028,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,11/1/1948,319,nwisaz.01.94900039,USGS-09382000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/1/1934,331,nwisco.01.93400052,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/21/1934,334,nwisco.01.93400054,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/11/1934,335,nwisco.01.93400053,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,<Null>,<Null>,9/15/1949,376,nwisaz.01.94900060,USGS-09382000,mg/l,915
